City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Clarence Town,AU,2021-03-30 21:11:18,-32.5833,151.7833,61.0,100,75,6.91
294,Barabai,ID,2021-03-30 21:11:18,-2.5833,115.3833,73.42,98,91,0.29
295,Santo Antonio Do Sudoeste,BR,2021-03-30 21:11:18,-26.0736,-53.7253,69.01,64,0,4.03
296,Pietarsaari,FI,2021-03-30 21:11:19,63.65,22.6833,41.0,60,0,12.66
297,Camargo,MX,2021-03-30 21:11:19,27.6667,-105.1667,86.45,4,86,9.28
298,Gamboma,CG,2021-03-30 21:11:19,-1.8764,15.8644,72.36,92,100,2.91
299,Nouadhibou,MR,2021-03-30 21:11:20,20.931,-17.0347,64.4,88,0,11.5
300,Kazanskoye,RU,2021-03-30 21:11:20,55.6448,69.235,9.73,96,65,7.49
301,Arman,RU,2021-03-30 21:11:20,59.7,150.1667,23.97,91,100,9.95
302,Ribeira Brava,PT,2021-03-30 21:11:21,32.65,-17.0667,60.01,90,14,7.14
303,Ankpa,NG,2021-03-30 21:11:21,7.3706,7.6253,83.55,24,43,1.25
304,Gomel,BY,2021-03-30 21:11:21,52.4345,30.9754,46.4,81,90,13.42
305,Bacolod,PH,2021-03-30 21:11:22,10.6667,122.95,78.21,85,95,7.14
306,Bulawayo,ZW,2021-03-30 21:11:22,-20.15,28.5833,59.77,67,100,8.5
307,Conceicao Do Araguaia,BR,2021-03-30 21:11:22,-8.2578,-49.2647,80.11,84,78,2.84
308,Husavik,IS,2021-03-30 21:11:23,66.0449,-17.3389,33.8,64,40,6.91
309,Gizo,SB,2021-03-30 21:11:23,-8.103,156.8419,83.05,75,34,6.49
310,Ambanja,MG,2021-03-30 21:11:23,-13.6833,48.45,75.87,92,29,3.29
311,Lo Arado,MX,2021-03-30 21:11:24,19.6167,-104.5833,84.2,74,1,17.27
312,Verkh-Chebula,RU,2021-03-30 21:11:24,56.0308,87.6218,22.33,87,100,12.12
313,Te Anau,NZ,2021-03-30 21:11:24,-45.4167,167.7167,54.7,91,35,1.54
314,Gladstone,AU,2021-03-30 21:11:24,-23.85,151.25,69.8,73,10,6.91
315,Nantucket,US,2021-03-30 21:11:25,41.2835,-70.0995,46.4,81,1,11.5
316,Norman Wells,CA,2021-03-30 21:11:25,65.282,-126.8329,14.0,79,90,4.61
317,Poselki,RU,2021-03-30 21:11:25,53.1324,46.5031,22.03,89,8,5.61
318,Kamaishi,JP,2021-03-30 21:11:26,39.2667,141.8833,48.15,90,99,5.79
319,Tukrah,LY,2021-03-30 21:11:26,32.5341,20.5791,55.96,66,50,13.44
320,Qiqihar,CN,2021-03-30 21:11:26,47.3408,123.9672,40.8,41,100,4.94
321,Fossombrone,IT,2021-03-30 21:11:26,43.6908,12.8127,53.01,77,0,2.71
322,Mahibadhoo,MV,2021-03-30 21:11:27,3.7833,72.9667,82.67,78,100,14.18
323,San Vicente,AR,2021-03-30 21:11:27,-26.6167,-54.1333,70.0,55,0,5.75
324,Mirandopolis,BR,2021-03-30 21:11:27,-21.1336,-51.1017,79.97,52,57,12.62
325,Tutoia,BR,2021-03-30 21:11:11,-2.7619,-42.2744,78.73,87,36,8.52
326,Tagusao,PH,2021-03-30 21:11:28,9.1924,117.8141,78.89,84,58,0.92
327,Sangar,RU,2021-03-30 21:11:28,63.9242,127.4739,-2.38,98,55,3.8
328,Terney,RU,2021-03-30 21:11:28,45.0503,136.6092,36.52,82,42,7.47
329,Maralal,KE,2021-03-30 21:11:29,1.0968,36.698,62.64,68,80,6.51
330,Yerbogachen,RU,2021-03-30 21:11:29,61.2767,108.0108,13.19,94,100,7.52
331,Buchanan,LR,2021-03-30 21:11:29,5.8808,-10.0467,77.0,94,20,5.46
332,Samarai,PG,2021-03-30 21:11:30,-10.6167,150.6667,82.0,73,98,4.7
333,Rawson,AR,2021-03-30 21:08:25,-43.3002,-65.1023,78.3,27,98,23.0
334,Banda Aceh,ID,2021-03-30 21:11:30,5.5577,95.3222,78.91,78,99,13.67
335,Catumbela,AO,2021-03-30 21:11:30,-12.4314,13.5472,78.94,77,53,1.54
336,Qasigiannguit,GL,2021-03-30 21:11:31,68.8193,-51.1922,35.6,64,75,17.27
337,Ales,FR,2021-03-30 21:11:31,44.1333,4.0833,54.0,62,0,3.44
338,Ugoofaaru,MV,2021-03-30 21:11:31,5.6667,73.0,82.87,72,97,4.0
339,Shu,KZ,2021-03-30 21:11:32,43.5983,73.7614,35.73,89,82,4.94
340,Kaspiyskiy,RU,2021-03-30 21:11:32,45.3929,47.3707,40.41,76,61,11.86
341,Chifeng,CN,2021-03-30 21:08:14,42.2683,118.9636,46.58,58,47,7.92
342,Southbridge,US,2021-03-30 21:11:32,42.0751,-72.0334,57.0,27,6,10.0
343,Arlit,NE,2021-03-30 21:11:33,18.7369,7.3853,73.96,9,1,11.86
344,Matay,EG,2021-03-30 21:11:33,28.419,30.7792,59.58,48,0,13.29
345,Rio Grande,BR,2021-03-30 21:11:33,-32.035,-52.0986,71.6,68,40,17.27
346,Kuito,AO,2021-03-30 21:11:33,-12.3833,16.9333,56.08,98,98,2.86
347,Sakaiminato,JP,2021-03-30 21:11:34,35.55,133.2333,44.6,93,20,6.06
348,Bourail,NC,2021-03-30 21:11:34,-21.5667,165.4833,77.29,73,100,10.65
349,Nishihara,JP,2021-03-30 21:11:34,26.1842,127.7558,71.6,94,75,3.44
350,Ishigaki,JP,2021-03-30 21:11:35,24.3448,124.1572,75.2,100,90,2.3
351,Fort Nelson,CA,2021-03-30 21:11:35,58.8053,-122.7002,26.6,63,75,4.61
352,Nanortalik,GL,2021-03-30 21:11:35,60.1432,-45.2371,35.8,97,100,21.9
353,Pisco,PE,2021-03-30 21:10:36,-13.7,-76.2167,73.4,64,20,20.71
354,Cabedelo,BR,2021-03-30 21:10:18,-6.9811,-34.8339,80.6,83,0,8.05
355,Hay River,CA,2021-03-30 21:11:36,60.8156,-115.7999,21.2,49,75,8.05
356,Kawalu,ID,2021-03-30 21:11:36,-7.3817,108.2082,73.02,95,100,0.96
357,Thanh Hoa,VN,2021-03-30 21:07:59,19.8,105.7667,75.24,86,93,5.01
358,Ngunguru,NZ,2021-03-30 21:11:37,-35.6167,174.5,69.01,94,15,5.99
359,San Patricio,US,2021-03-30 21:11:12,28.017,-97.5169,87.8,55,40,19.57
360,Hamburg,DE,2021-03-30 21:07:07,53.55,10.0,51.01,81,0,1.14
361,Hermiston,US,2021-03-30 21:11:37,45.8404,-119.2895,55.99,30,1,9.08
362,Along,IN,2021-03-30 21:07:12,28.1667,94.7667,60.6,75,69,1.79
363,Waren,DE,2021-03-30 21:11:37,53.5167,12.6833,45.0,81,53,4.85
364,Sitka,US,2021-03-30 21:11:38,57.0531,-135.33,39.2,87,90,9.22
365,Muscat,OM,2021-03-30 21:09:13,23.6139,58.5922,78.8,53,0,4.61
366,Weligama,LK,2021-03-30 21:11:38,5.9667,80.4167,78.98,85,94,6.31
367,Hobyo,SO,2021-03-30 21:11:38,5.3505,48.5268,79.36,72,7,8.9
368,Bureya,RU,2021-03-30 21:11:39,49.8133,129.8131,31.01,85,64,6.04
369,Broken Hill,AU,2021-03-30 21:11:39,-31.95,141.4333,57.2,54,2,9.48
370,Dosso,NE,2021-03-30 21:11:39,13.049,3.1937,83.41,11,8,10.51
371,Gbadolite,CD,2021-03-30 21:11:40,4.2833,21.0167,77.92,62,82,1.23
372,Mocajuba,BR,2021-03-30 21:11:40,-2.5842,-49.5072,79.38,85,66,4.27
373,Wexford,IE,2021-03-30 21:11:40,52.3342,-6.4575,48.0,92,66,2.48
374,Bihar,RO,2021-03-30 21:11:41,47.15,21.9167,52.0,66,75,3.44
375,Skelleftea,SE,2021-03-30 21:11:05,64.7507,20.9528,43.0,65,10,19.57
376,Bathsheba,BB,2021-03-30 21:10:22,13.2167,-59.5167,80.6,57,20,23.02
377,Alice Springs,AU,2021-03-30 21:11:41,-23.7,133.8833,55.4,71,0,4.61
378,Lucea,JM,2021-03-30 21:11:41,18.451,-78.1736,86.0,66,20,26.46
379,Harper,LR,2021-03-30 21:11:42,4.375,-7.7169,79.12,87,65,6.17
380,San Fernando,PH,2021-03-30 21:11:42,15.0286,120.6898,77.0,83,75,4.61
381,Dan Khun Thot,TH,2021-03-30 21:11:42,15.2085,101.7714,82.99,91,95,6.69
382,Hailey,US,2021-03-30 21:11:43,43.5196,-114.3153,37.4,32,20,13.8
383,Brits,ZA,2021-03-30 21:11:43,-25.6347,27.7802,59.0,88,65,2.3
384,Damietta,EG,2021-03-30 21:11:43,31.4165,31.8133,60.8,59,20,11.5
385,Ejura,GH,2021-03-30 21:11:44,7.3856,-1.3562,86.05,36,70,5.77
386,Coruripe,BR,2021-03-30 21:11:44,-10.1256,-36.1756,79.38,82,48,11.65
387,Flinders,AU,2021-03-30 21:11:44,-34.5833,150.8552,59.0,87,24,1.01
388,Honiara,SB,2021-03-30 21:11:45,-9.4333,159.95,80.8,81,73,4.61
389,Nacala,MZ,2021-03-30 21:11:45,-14.5428,40.6728,75.18,80,19,7.92
390,Westport,US,2021-03-30 21:08:02,41.1415,-73.3579,57.0,41,1,13.8
391,Nizhniy Kuranakh,RU,2021-03-30 21:11:46,58.8353,125.4869,4.73,95,26,3.36
392,Provideniya,RU,2021-03-30 21:11:46,64.3833,-173.3,10.4,67,0,13.42
393,Suntar,RU,2021-03-30 21:11:46,62.1444,117.6319,16.21,97,88,4.18
394,Coral Springs,US,2021-03-30 21:09:05,26.2712,-80.2706,84.0,65,75,13.8
395,Saurimo,AO,2021-03-30 21:11:47,-9.6608,20.3916,64.04,95,96,2.73
396,Bethel,US,2021-03-30 21:11:47,41.3712,-73.414,57.99,41,7,1.01
397,Beidao,CN,2021-03-30 21:11:47,34.5686,105.8933,53.6,85,92,3.04
398,Kenora,CA,2021-03-30 21:09:16,49.8167,-94.4337,15.8,57,90,20.71
399,Kupino,RU,2021-03-30 21:11:48,54.3663,77.2981,3.52,99,97,7.02
400,Swinford,IE,2021-03-30 21:11:48,53.95,-8.95,54.0,91,96,3.0
401,Makakilo City,US,2021-03-30 21:11:48,21.3469,-158.0858,82.4,57,75,11.5
402,Baracoa,CU,2021-03-30 21:11:49,20.3467,-74.4958,79.99,73,33,12.33
403,Prince Rupert,CA,2021-03-30 21:11:18,54.3161,-130.3201,41.0,93,90,6.91
404,Santa Maria,BR,2021-03-30 21:11:49,-29.6842,-53.8069,68.49,74,68,3.94
405,Ilebo,CD,2021-03-30 21:11:49,-4.3167,20.5833,71.02,96,88,0.98
406,Puerto Del Rosario,ES,2021-03-30 21:11:50,28.5004,-13.8627,68.0,73,20,6.91
407,High Rock,BS,2021-03-30 21:11:50,26.6208,-78.2833,82.4,65,20,12.66
408,Linxia,CN,2021-03-30 21:11:51,35.6003,103.2064,41.67,69,84,5.95
409,Tepechitlan,MX,2021-03-30 21:11:51,21.6667,-103.3333,86.67,12,5,6.85
410,Avera,US,2021-03-30 21:11:51,33.194,-82.5271,68.0,83,90,9.22
411,Okhotsk,RU,2021-03-30 21:11:51,59.3833,143.3,19.69,79,99,10.47
412,Ponta Delgada,PT,2021-03-30 21:11:52,37.7333,-25.6667,59.0,88,20,8.05
413,Khandyga,RU,2021-03-30 21:11:52,62.6667,135.6,-10.53,99,78,1.45
414,Porto Velho,BR,2021-03-30 21:11:52,-8.7619,-63.9039,84.2,70,20,2.3
415,Coquimbo,CL,2021-03-30 21:10:59,-29.9533,-71.3436,62.6,72,0,11.5
416,Saint-Augustin,CA,2021-03-30 21:11:53,51.226,-58.6502,23.49,73,59,9.22
417,Opuwo,NA,2021-03-30 21:11:53,-18.0607,13.84,64.87,85,43,6.64
418,Ambilobe,MG,2021-03-30 21:11:53,-13.2,49.05,74.84,95,49,2.75
419,Port Hedland,AU,2021-03-30 21:11:54,-20.3167,118.5667,78.8,50,0,9.22
420,Payo,ID,2021-03-30 21:11:54,-3.7508,103.6372,71.82,95,100,1.43
421,Havelock,US,2021-03-30 21:11:54,34.8791,-76.9013,70.0,56,75,5.75
422,Omboue,GA,2021-03-30 21:11:55,-1.5746,9.2618,78.51,87,99,5.48
423,Bezhetsk,RU,2021-03-30 21:09:07,57.7851,36.6965,37.36,98,100,14.56
424,Tortoli,IT,2021-03-30 21:11:55,39.9256,9.6572,55.4,76,0,2.3
425,Tongzi,CN,2021-03-30 21:11:55,28.7829,105.0877,67.3,82,0,4.56
426,Kavaratti,IN,2021-03-30 21:11:56,10.5669,72.642,83.84,72,55,4.45
427,Bara,NG,2021-03-30 21:11:56,10.3744,10.7288,79.74,14,69,9.62
428,Lake City,US,2021-03-30 21:11:56,30.1897,-82.6393,81.0,78,75,6.91
429,Beyla,GN,2021-03-30 21:11:57,8.6833,-8.6333,79.75,49,87,4.16
430,Nosy Varika,MG,2021-03-30 21:11:57,-20.5833,48.5333,73.4,89,42,5.86
431,Aripuana,BR,2021-03-30 21:07:04,-9.1667,-60.6333,78.53,93,97,1.57
432,Urubicha,BO,2021-03-30 21:11:57,-15.3833,-62.95,79.02,73,100,3.02
433,Hervey Bay,AU,2021-03-30 21:11:58,-25.2986,152.8535,66.0,93,58,3.0
434,Saint Augustine,US,2021-03-30 21:11:58,29.8947,-81.3145,80.01,78,1,12.66
435,Araouane,ML,2021-03-30 21:11:58,18.9048,-3.5265,81.32,7,36,8.37
436,Vallenar,CL,2021-03-30 21:09:00,-28.5708,-70.7581,79.14,31,1,7.43
437,Turkistan,KZ,2021-03-30 21:11:59,43.0,68.0,44.31,63,67,1.88
438,Balti,MD,2021-03-30 21:11:59,47.7617,27.9289,46.0,70,97,3.0
439,Lagoa,PT,2021-03-30 21:11:59,39.05,-27.9833,58.77,74,98,3.67
440,West Bend,US,2021-03-30 21:12:00,43.4253,-88.1834,62.6,21,1,16.11
441,Bardiyah,LY,2021-03-30 21:12:00,31.7561,25.0865,57.96,58,25,14.88
442,Saint-Junien,FR,2021-03-30 21:12:00,45.8833,0.9,64.4,32,0,3.22
443,Orlovka,RU,2021-03-30 21:12:01,44.6914,44.1744,38.98,85,89,12.46
444,Ahuimanu,US,2021-03-30 21:12:01,21.4447,-157.8378,82.4,65,90,9.22
445,Grants,US,2021-03-30 21:12:01,35.1473,-107.8514,62.6,11,1,26.46
446,Ipixuna,BR,2021-03-30 21:12:02,-1.7625,-48.8043,80.6,89,40,5.75
447,Majene,ID,2021-03-30 21:12:02,-3.5403,118.9707,78.51,81,99,4.05
448,Mackenzie,CA,2021-03-30 21:12:02,55.2999,-123.1698,35.6,55,90,10.36
449,Port Hardy,CA,2021-03-30 21:12:03,50.6996,-127.4199,50.0,71,75,11.5
450,Itaituba,BR,2021-03-30 21:09:45,-4.2761,-55.9836,78.69,93,94,2.53
451,Alihe,CN,2021-03-30 21:12:03,50.5667,123.7167,28.56,81,14,2.64
452,Taiobeiras,BR,2021-03-30 21:10:02,-15.8078,-42.2331,80.31,40,90,3.24
453,Malanje,AO,2021-03-30 21:12:03,-9.5402,16.341,62.76,91,74,2.66
454,Lazaro Cardenas,MX,2021-03-30 21:12:04,17.9583,-102.2,85.5,42,8,11.01
455,Mporokoso,ZM,2021-03-30 21:12:04,-9.3727,30.125,61.11,98,100,2.66
456,Rock Sound,BS,2021-03-30 21:10:31,24.9,-76.2,77.16,79,14,17.13
457,Stolbishche,RU,2021-03-30 21:12:04,55.6468,49.216,24.8,63,0,8.95
458,Esmeraldas,BR,2021-03-30 21:12:05,-19.7625,-44.3139,84.2,83,75,16.11
459,Souillac,MU,2021-03-30 21:12:05,-20.5167,57.5167,73.4,94,40,4.61
460,Were Ilu,ET,2021-03-30 21:12:05,10.6,39.4333,56.14,52,85,4.97
461,Necochea,AR,2021-03-30 21:12:06,-38.5473,-58.7368,64.99,71,0,4.0
462,Aykhal,RU,2021-03-30 21:12:06,66.0,111.5,9.68,95,100,9.15
463,Bonfim,BR,2021-03-30 21:12:06,3.0833,-59.95,89.35,45,88,13.15
464,Prainha,BR,2021-03-30 21:11:11,-1.8,-53.48,82.49,75,24,3.38
465,Mumford,GH,2021-03-30 21:12:07,5.2618,-0.759,80.4,86,77,9.24
466,Palma,ES,2021-03-30 21:12:07,39.5694,2.6502,59.0,71,0,6.91
467,Gangapur,IN,2021-03-30 21:12:07,26.4833,76.7167,76.05,9,17,6.67
468,Pandan Niog,PH,2021-03-30 21:12:08,6.2282,120.5631,83.03,74,100,7.27
469,Bentiu,SS,2021-03-30 21:12:08,9.2333,29.8333,89.82,17,75,5.26
470,Tyrma,RU,2021-03-30 21:12:08,50.0833,132.1667,21.83,98,47,2.98
471,Yumen,CN,2021-03-30 21:12:09,40.2833,97.2,35.24,95,98,2.51
472,Liverpool,GB,2021-03-30 21:12:09,53.4106,-2.9779,60.8,67,87,4.61
473,Sayyan,YE,2021-03-30 21:12:09,15.1718,44.3244,59.04,26,3,3.98
474,Hualmay,PE,2021-03-30 21:11:00,-11.0964,-77.6139,73.31,75,91,9.98
475,Faanui,PF,2021-03-30 21:10:06,-16.4833,-151.75,81.09,73,24,3.06
476,Staryy Nadym,RU,2021-03-30 21:12:10,65.6118,72.6842,-14.87,89,93,9.15
477,Kropotkin,RU,2021-03-30 21:12:10,45.4375,40.5756,45.0,86,100,11.92
478,Lumberton,US,2021-03-30 21:09:37,34.6182,-79.0086,73.99,53,90,11.5
479,Ekhabi,RU,2021-03-30 21:12:11,53.5102,142.9671,24.12,91,100,19.93
480,Resistencia,AR,2021-03-30 21:12:11,-27.4606,-58.9839,78.01,50,0,9.22
481,Gualeguaychu,AR,2021-03-30 21:08:57,-33.0094,-58.5172,73.99,64,0,10.0
482,Venezuela,VE,2021-03-30 21:12:11,8.0,-66.0,93.58,32,100,22.19
483,Dubrovka,RU,2021-03-30 21:12:12,53.6907,33.5071,40.21,92,100,16.6
484,Henties Bay,NA,2021-03-30 21:12:12,-22.116,14.2845,62.01,91,7,1.99
485,Karratha,AU,2021-03-30 21:12:12,-20.7377,116.8463,84.18,52,16,7.38
486,Ranau,MY,2021-03-30 21:08:07,5.9538,116.6641,78.8,89,20,3.44
487,Copiapo,CL,2021-03-30 21:09:27,-27.3667,-70.3333,64.4,63,0,16.11
488,Mantua,IT,2021-03-30 21:09:55,45.1667,10.7833,57.99,78,3,3.49
489,Ust-Maya,RU,2021-03-30 21:12:13,60.4167,134.5333,2.53,99,88,2.95
490,Praya,CV,2021-03-30 21:12:13,14.9215,-23.5087,69.8,73,75,17.27
491,Vostok,RU,2021-03-30 21:12:13,46.4856,135.8833,29.34,96,98,3.27
492,Paamiut,GL,2021-03-30 21:12:14,61.994,-49.6678,34.56,96,100,41.81
493,Skibbereen,IE,2021-03-30 21:12:14,51.55,-9.2667,44.6,100,75,4.61
494,Iquitos,PE,2021-03-30 21:12:14,-3.7481,-73.2472,84.2,74,75,3.44
495,Sorland,NO,2021-03-30 21:12:09,67.667,12.6934,39.2,81,75,10.36
496,Belaya Gora,RU,2021-03-30 21:12:15,68.5333,146.4167,-13.23,100,100,1.41
497,San Carlos De Bariloche,AR,2021-03-30 21:12:15,-41.1456,-71.3082,77.0,20,20,9.22
498,Kuala Perlis,MY,2021-03-30 21:12:15,6.4,100.1333,80.6,89,20,3.44
499,Nador,MA,2021-03-30 21:12:16,35.174,-2.9287,62.6,82,90,5.75
500,Comodoro Rivadavia,AR,2021-03-30 21:12:16,-45.8667,-67.5,73.4,49,0,6.91
501,Bairiki,KI,2021-03-30 21:12:16,1.3292,172.9752,84.2,79,75,8.05
502,Sambava,MG,2021-03-30 21:12:17,-14.2667,50.1667,79.02,82,100,2.51
503,Neiafu,TO,2021-03-30 21:12:17,-18.65,-173.9833,84.2,79,40,8.05
504,Dengzhou,CN,2021-03-30 21:12:17,37.8086,120.7508,47.35,36,96,5.7
505,Binzhou,CN,2021-03-30 21:12:17,37.3667,118.0167,53.15,46,100,3.74
506,Kurilsk,RU,2021-03-30 21:12:18,45.2333,147.8833,40.01,72,100,1.52
507,Nome,US,2021-03-30 21:08:32,64.5011,-165.4064,15.8,79,90,5.75
508,Santarem,BR,2021-03-30 21:07:33,-2.4431,-54.7083,84.2,74,20,6.91
509,Conselheiro Lafaiete,BR,2021-03-30 21:12:18,-20.6603,-43.7861,75.2,57,75,9.22
510,Katobu,ID,2021-03-30 21:12:19,-4.9408,122.5276,75.11,92,100,3.83
511,Markova,UA,2021-03-30 21:12:19,48.6758,24.4138,42.37,93,100,3.62
512,Kharitonovo,RU,2021-03-30 21:12:19,61.4009,47.4978,33.64,96,100,12.21
513,Keningau,MY,2021-03-30 21:12:19,5.3378,116.1602,78.8,89,20,3.44
514,Smithers,CA,2021-03-30 21:12:20,54.7804,-127.1743,44.6,53,75,3.44
515,Atar,MR,2021-03-30 21:10:08,20.5169,-13.0499,84.94,16,16,4.38
516,Sneek,NL,2021-03-30 21:12:20,53.033,5.6589,50.0,62,0,4.79
517,Mugur-Aksy,RU,2021-03-30 21:12:20,50.35,90.5,9.23,71,94,5.95
518,Buala,SB,2021-03-30 21:12:21,-8.145,159.5921,81.91,79,93,5.37
519,Tias,ES,2021-03-30 21:12:21,28.9611,-13.645,66.2,77,0,3.0
520,San Andres,CO,2021-03-30 21:12:21,12.5847,-81.7006,86.0,74,20,18.41
521,Esso,RU,2021-03-30 21:12:22,55.9333,158.7,22.84,94,88,3.96
522,Touros,BR,2021-03-30 21:11:06,-5.1989,-35.4608,80.6,78,20,6.91
523,Worland,US,2021-03-30 21:12:22,44.0169,-107.9554,37.99,25,75,6.91
524,Kolosovka,RU,2021-03-30 21:12:22,56.4678,73.611,17.28,93,98,9.37
525,Senneterre,CA,2021-03-30 21:12:23,48.3835,-77.2328,55.4,33,75,18.41
526,Niteroi,BR,2021-03-30 21:07:59,-22.8833,-43.1036,81.0,89,75,5.75
527,Sorong,ID,2021-03-30 21:12:23,-0.8833,131.25,79.43,82,83,6.76
528,Acarau,BR,2021-03-30 21:12:23,-2.8856,-40.12,78.94,83,85,8.59
529,Faya,SA,2021-03-30 21:12:24,18.3851,42.4509,66.2,42,0,10.36
530,Dagumba-An,PH,2021-03-30 21:12:24,8.1531,124.5908,75.99,94,95,5.99
531,Taoudenni,ML,2021-03-30 21:12:24,22.6783,-3.9836,85.23,5,25,11.68
532,Shimoda,JP,2021-03-30 21:12:25,34.6667,138.95,54.0,90,18,13.49
533,Mecca,SA,2021-03-30 21:10:38,21.4267,39.8261,76.06,59,0,1.92
534,Birjand,IR,2021-03-30 21:12:25,32.8663,59.2211,42.8,16,0,6.91
535,Sungaipenuh,ID,2021-03-30 21:12:25,-2.0833,101.3833,63.88,95,100,1.23
536,Mitsamiouli,KM,2021-03-30 21:12:26,-11.3847,43.2844,83.35,69,71,9.84
537,Port Lincoln,AU,2021-03-30 21:12:26,-34.7333,135.8667,65.21,78,5,7.81
538,Wilmington,US,2021-03-30 21:07:53,34.2257,-77.9447,71.6,53,1,13.8
539,Port Keats,AU,2021-03-30 21:11:06,-14.25,129.55,75.36,74,15,7.92
540,Tiznit,MA,2021-03-30 21:12:26,29.5833,-9.5,63.25,51,0,3.71
541,Barberton,ZA,2021-03-30 21:12:27,-25.7884,31.0532,66.2,77,9,1.14
542,Vryburg,ZA,2021-03-30 21:12:27,-26.9566,24.7284,65.44,53,22,0.76
543,Bandarbeyla,SO,2021-03-30 21:12:27,9.4942,50.8122,77.92,68,98,8.68
544,Touba,CI,2021-03-30 21:12:28,8.2833,-7.6833,83.44,40,84,3.15
545,Acari,PE,2021-03-30 21:12:28,-15.4311,-74.6158,78.57,61,52,9.01
546,Kiama,AU,2021-03-30 21:09:29,-34.6833,150.8667,59.0,87,32,1.99
547,Sao Gabriel Da Cachoeira,BR,2021-03-30 21:12:29,-0.1303,-67.0892,75.7,93,100,2.37
548,Zhanaozen,KZ,2021-03-30 21:10:52,43.3,52.8,41.72,55,5,10.92
549,Den Helder,NL,2021-03-30 21:12:29,52.9599,4.7593,52.0,81,0,3.44
550,Daru,PG,2021-03-30 21:12:29,-9.0763,143.2092,76.53,95,100,9.95
551,Holme,DK,2021-03-30 21:12:30,56.1138,10.1725,48.2,87,20,5.75
